GTIN/UPC,Price,Branded Food Category,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,package_weight,ingredients
5487,3.99,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"UNPEELED POTATOES, SUNFLOWER OIL, SEA SALT."
6163,2.99,"Pickles, Olives, Peppers & Relishes",,28.0,g,1 ONZ,,"GHERKINS (CUCUMBERS), WATER, VINEGAR, SALT, ONIONS,MUSTGARD SEEDS, TARRAGON, GARLIC PEPPER, NATURAL FLAVOR, CONTAINS SULFITIES., GHERKINS (CUCUMBERS), WATER, VINEGAR, SALT, ONIONS,MUSTGARD SEEDS, TARRAGON, GARLIC PEPPER, NATURAL FLAVOR, CONTAINS SULFITIES."
10894,1.99,Tomatoes,,130.0,g,0.5 cup,,"ORGANIC TOMATOES, ORGANIC TOMATO JUICE FROM CONCENTRATE (WATER, ORGANIC TOMATO CONCENTRATE), SEA SALT, CITRIC ACID, CALCIUM CHLORIDE"
14816,4.99,Salad Dressing & Mayonnaise,,15.0,g,,,"WATER, EXPELLER PRESSED CANOLA OIL, CORNSTARCH, DISTILLED VINEGAR, APPLE CIDER VINEGAR, SALT, SOY PROTEIN ISOLATE, XANTHAN GUM, LEMON JUICE CONCENTRATE, ONION POWDER, MIXED TOCOPHEROLS (VITAMIN E) AND ROSEMARY EXTRACT FOR FRESHNESS, MUSTARD OIL, OLEORESIN PAPRIKA, OLEORESIN TURMERIC."
14885,2.49,Nut & Seed Butters,,32.0,g,,16 oz/1 lbs/454 g,"DRY ROASTED PEANUTS, SALT. "
15165,6.99,Baking Additives & Extracts,,,,,,BAKING POWDER
35927,3.99,Canned Seafood,,63.0,g,,,"ALASKAN PINK SALMON, SALT."
38232,6.99,"Pickles, Olives, Peppers & Relishes",,14.0,g,,,"OLIVES STUFFED WITH PIMENTO PASTE, WATER, SALT, VINEGAR (CONTAINS SULFITES), SODIUM ALGINATE, GUAR GUM."
38409,1.99,Canned Meat,,61.0,g,,,"WHITE CHICKEN, CHICKEN BROTH, SALT."
48569,2.99,Cereal,,40.0,g,,,ORGANIC WHOLE GRAIN ROLLED OATS.
57813,3.49,Dips & Salsa,,28.0,g,,,"BLACK BEANS, WATER, TOMATO PASTE, ONIONS, DISTILLED VINEGAR (FROM CORN), HONEY, SALT, JALAPENOS, SPICES, GARLIC."
62176,3.49,Cream,,30.0,ml,,,"MILK, CREAM, MILK, CREAM."
67867,1.99,Water,,240.0,ml,,,NATURAL MOUNTAIN SPRING WATER
73448,1.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,0.6000000238418579,g,,,"ONION, BLACK PEPPER, CELERY SEED, CAYENNE PEPPER, PARSLEY, BASIL, MARJORAM, BAY LEAF, OREGANO, THYME, SAVORY, ROSEMARY, CUMIN, MUSTARD, CORIANDER, GARLIC, CARROT, ORANGE PEEL, TOMATO, LEMON JUICE AND LEMON OIL, ONION, SPICES (BLACK PEPPER, CELERY SEED, CAYENNE PEPPER, PARSLEY, BASIL, MARJORAM, BAY LEAF, OREGANO, THYME, SAVORY, ROSEMARY, CUMIN, MUSTARD, CORIANDER), GARLIC, CARROT, ORANGE PEEL, TOMATO GRANULES, LEMON JUICE POWDER, OIL OF LEMON, CITRIC ACID. "
75374,1.99,Pasta by Shape & Type,,45.0,g,,,WHOLE DURUM WHEAT SEMOLINA.
79204,2.49,Other Deli,,170.0,g,,6 oz/170 g,"MILK, EGGS, SWISS CHEESE (CULTURED PART SKIM MILK, SALT, MICROBIAL RENNET), HALF AND HALF (MILK AND CREAM), MUSHROOMS, CORN STARCH, SPINACH, DEHYDRATED ONIONS, CHIVES, SLAT, SPICES, FILLING: MILK, EGGS, SWISS CHEESE (CULTURED PART SKIM MILK, SALT, MICROBIAL RENNET), HALF AND HALF (MILK AND CREAM), MUSHROOMS, CORN STARCH, SPINACH, DEHYDRATED ONIONS, CHIVES, SLAT, SPICES. PASTRY: ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BUTTER (CREAM, SALT), SUNFLOWER OIL, WATER, SALT, SOY LECITHIN."
79969,5.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,,,"ALMONDS, SALT."
93187,2.29,"Oriental, Mexican & Ethnic Sauces",,125.0,g,,,"TOMATO PUREE (TOMATO PASTE, WATER), TOMATOES, LIGHT CREAM (MILK), ONIONS, GINGER, GARLIC, CANOLA OIL, LEMON JUICE CONCENTRATE, SEA SALT, CORIANDER, CUMIN, FENUGREEK LEAVES, TURMERIC, PAPRIKA, RED PEPPER, CINNAMON, CLOVES."
96362,0.99,Canned & Bottled Beans,,125.0,g,,,"BLACK BEANS, WATER, SALT. "
97079,2.99,Vegetable & Cooking Oils,,0.25,g,,,"100 % EXTRA VIRGIN OLIVE 0% SOY LECITHIN, AND PROPELLANT. (NO CHLOROFLUOROCARBONS)"
99080,3.79,Rice,,42.0,g,,,"SUPERFINO ARBORIO RICE, ONIONS***, MUSHROOM***, SALT, CORN STARCH, AUTOLYZED YEAST, SOY SAUCE* (SOYBEANS, WHEAT, SALT), DEXTROSE, CHABLIS WINE*, WHEY (MILK PROTEIN), SUGAR, CHICKEN FAT*, CHERVIL**, SOYBEAN OIL, PARSLEY**, NATURAL FLAVOR (NONHYDROLYZED FERMENTED YEAST), TURMERIC*, CELERY EXTRACT."
101424,7.99,"Frozen Breakfast Sandwiches, Biscuits & Meals",,170.0,g,1 quiche,,"INGREDIENTS: FILLING (HALF AND HALF [MILK, CREAM], CHEDDAR CHEESE [MILK, CHEESE CULTURE, SALT, ENZYMES, ANNATTO (COLOR)], BROCCOLI, LIQUID WHOLE EGGS, CORNSTARCH, DRIED ONIONS, SEASONING [SALT, SPICES], DRIED GARLIC), PASTRY (ENRICHED FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], BUTTER [CREAM, SALT], SUNFLOWER OIL, WATER, SALT), SUNFLOWER OIL (SUNFLOWER OIL, SUNFLOWER LECITHIN)."
104876,1.99,Breads & Buns,,56.0,g,2 PITAS,,"WHOLE WHEAT FLOUR, UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, VITAMIN C [ASCORBIC ACID AS A DOUGH CONDITIONER], ENZYME, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, SAT, WHEAT GLUTEN, YEAST, WHITE DISTILLED VINEGAR."
124935,3.49,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"SPARKLING APPLE JUICE (FROM RIPE, FRESH, WHOLE APPLES), ASCORBIC ACID (VITAMIN C)."
128001,5.99,Other Condiments,,15.0,ml,1 Tbsp,,"WINE VINEGAR, COOKED GRAPE MUST."
133036,2.99,Cereal,,30.0,g,0.667 CUP | ABOUT,,"WHEAT BRAN, CORN FLOUR, CORN BRAN, DEHYDRATED CANE JUICE CRYSTALS (NATURAL MILLED SUGAR), WHOLE WHEAT FLOUR, OAT BRAN, WHEY (MILK), SALT, CARAMEL COLOR, VITAMINS AND IRON: VITAMIN C, IRON, NIACIN, VITAMIN A, VITAMIN B6, RIBOFLAVIN (VITAMIN B2), THIAMIN (VITAMIN B1), FOLIC ACID, VITAMIN D, WHEAT BRAN, CORN FLOUR, CORN BRAN, DEHYDRATED CANE JUICE CRYSTALS (NATURAL MILLED SUGAR), WHOLE WHEAT FLOUR, OAT BRAN, WHEY (MILK), SALT, CARAMEL COLOR, VITAMINS AND IRON: VITAMIN C, IRON, NIACIN, VITAMIN A, VITAMIN B6, RIBOFLAVIN (VITAMIN B2), THIAMIN (VITAMIN B1), FOLIC ACID, VITAMIN D."
146739,1.69,Mexican Dinner Mixes,,48.0,g,1 TORTILLA,,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, MALTED BARLEY FLOUR), WATER, HIGH OLEIC SUNFLOWER OIL, CONTAINS 2% OR LESS OF THE FOLLOWING: FOR ADDED FRESHNESS (CULTURED WHEAT FLOUR WITH VINEGAR ADDED), SALT, SOY LECITHIN (AN EMULSIFIER), LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE), CITRIC ACID."
164399,3.79,"Cake, Cookie & Cupcake Mixes",,28.0,g,3 Tbsp,,"SUGAR, CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, (EMULSIFIER), VANILLA EXTRACT), UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, MAY CONTAIN MALTED BARLEY FLOUR), COCOA (PROCESSED WITH ALKALI), WHEAT STARCH, SOYBEAN OIL, SALT, LEAVENING (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE)."
177054,2.99,Cereal,,50.0,g,0.5 cup,,"WHOLE ROLLED BARLEY FLAKES, WHOLE ROLLED RYE FLAKES, BLUEBERRIES (BLUEBERRIES, SUGAR, SUNFLOWER OIL), CRISP RICE (RICE, SUGAR, SALT, BARLEY MALT), RAISINS, ORGANIC CORN FLAKES (ORGANIC CORN FLOUR, SALT), CURRANTS, DRIED APPLES, NATURAL BLUEBERRY FLAVOR."
180245,2.99,Cereal,,52.0,g,1 cup,,"WHOLE WHEAT, SUGAR, GELATIN, VITAMIN E (TO PRESERVE FRESHNESS). VITAMINS & MINERALS: REDUCED IRON, NIACINAMIDE, ZINC (ZINC OXIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), TRICALCIUM PHOSPHATE, FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN)."
180993,2.99,"Chips, Pretzels & Snacks",,28.0,g,50 STICKS | ABOUT,,"POTATO FLOUR, EXPELLER PRESSED SUNFLOWER AND/OR SAFFLOWER OIL, WHEAT FLOUR, RICE FLOUR, TOMATO POWDER, SPINACH POWDER, SEA SALT, TURMERIC."
187572,4.19,"Oriental, Mexican & Ethnic Sauces",,5.0,g,1 tsp,,"CONCENTRATED CRUSHED TOMATOES, GRATED HORSERADISH ROOT, SUGAR, DISTILLED VINEGAR, CAYENNE PEPPER, SPICES (WITH SOYBEAN OIL AS PROCESSING AID), ONION, SALT, GARLIC, XANTHAN GUM, GUAR GUM."
197151,2.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,34.0,g,2 Tbsp,,"TOMATO PUREE (WATER, TOMATO PASTE). SUGAR, DISTILLED VINEGAR, CORNSTARCH, SALT, SPICE, MOLASSES, NATURAL FLAVOR, CARAMEL COLOR, ONION, GARLIC."
201186,2.99,Wholesome Snacks,,40.0,g,1.5 ONZ,,PITTED CALIFORNIA DRIED PLUMS.
212564,4.49,Cream,,15.0,ml,1 Tbsp,,"HEAVY CREAM, CARRAGEENAN (CONTAINS MILK). "
218887,3.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,1 tsp,,"WATER, MUSTARD SEEDS, DISTILLED VINEGAR, WHITE WINE (CONTAINS SULFITES), SALT, CITRIC ACID."
244725,2.49,Other Cooking Sauces,,15.0,ml,1 Tbsp,,"CERTIFIED ORGANIC UNFILTERED APPLE CIDER VINEGAR, DILUTED WITH WATER TO 5% (50 GRAINS) ACIDITY."
246545,2.49,"Pickles, Olives, Peppers & Relishes",,15.0,g,2 Tbsp,,"CAPERS, WINE VINEGAR (CONTAINS SULFITES), WATER, SALT."
248983,3.49,Crackers & Biscotti,,15.0,g,4 CRACKERS,,"ENRICHED WHEAT FLOUR, (FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUNFLOWER OIL, SALT, SUGAR."
259255,3.99,"Cake, Cookie & Cupcake Mixes",,60.0,g,0.5 cup,,"ENRICHED UNBLEACHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, MALTED BARLEY FLOUR, MAY CONTAIN ENZYMES, ASCORBIC ACID), SOYBEAN OIL, BUTTERMILK, DEXTROSE, CONTAINS 2% OR LESS OF THE FOLLOWING: SODIUM BICARBONATE, CALCIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE, SALT. "
264266,3.79,"Oriental, Mexican & Ethnic Sauces",,15.0,ml,1 Tbsp,,"WATER, SOYBEAN, WHEAT, SALT AND VINEGAR."
265058,3.99,Wholesome Snacks,,44.0,g,0.333 cup,,"MONTMORENCY TART CHERRIES,, SUGAR, SUNFLOWER OIL."
265102,3.99,Wholesome Snacks,,43.0,g,0.333 cup,,"DRIED CHERRIES (CHERRIES, SUCROSE, SUNFLOWER OIL), DRIED BLUEBERRIES (BLUEBERRIES, SUCROSE, SUNFLOWER OIL), DRIED STRAWBERRIES (STRAWBERRIES, SUGAR, ASCORBIC ACID (VITAMIN C), SUNFLOWER OIL)."
270427,3.99,"Granulated, Brown & Powdered Sugar",,4.0,g,1 tsp,,ORGANIC CANE SUGAR.
276771,2.79,Salad Dressing & Mayonnaise,,5.0,g,1 tsp,,"MUSTARD SEED, DISTILLED VINEGAR GARLIC, WATER, SOYBEAN OIL, MUSTARD FLOUR, EGGS, SPICES (ALLSPICE, TURMERIC), SALT, LEMON JUICE."
290906,2.49,Other Soups,,240.0,ml,1 cup,,"ORGANIC REDUCED FAT MILK, WATER, ORGANIC TOMATO PASTE, ORGANIC CANE SUGAR, SEA SALT, SODIUM CITRATE, ORGANIC RICE FLOUR, ORGANIC CHEESE FLAVOR (ORGANIC CHEDDAR CHEESE [PASTEURIZED MILK, CULTURES, SALT, ENZYMES], WATER, SALT, SODIUM CITRATE, XANTHAM GUM), ORGANIC GARLIC POWDER, ORGANIC ONION POWDER."
302159,3.49,Dips & Salsa,,30.0,g,2 Tbsp,,"PEACHES, TOMATO PUREE (TOMATO PASTE, WATER), TOMATOES, ONIONS, ASSORTED CHILES AND PEPPERS, EVAPORATED CANE JUICE (SUGAR), CHIPOTLE PEPPERS, APPLE CIDER VINEGAR, LEMON JUICE (FROM CONCENTRATE), SALT, SPICES."
313148,2.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,36.0,g,2 Tbsp,,"TOMATO PUREE (WATER, TOMATO PASTE), SUGAR, MOLASSES, DISTILLED VINEGAR, BARBECUE SEASONING (SALT, ONION POWDER, NATURAL HICKORY SMOKE FLAVOR, GARLIC POWDER), CARAMEL COLOR."
316361,5.99,Other Cooking Sauces,,15.0,ml,1 Tbsp,,RED WINE VINEGAR
323673,2.99,Pasta by Shape & Type,,56.0,g,0.75 cup,,ORGANIC DURUM WHOLE WHEAT.
328098,2.99,"Cake, Cookie & Cupcake Mixes",,47.0,g,0.11 PACKAGE,,"ENRICHED UNBLEACHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, ENRICHED CORNMEAL (YELLOW DEGERMED GROUND CORN, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC CID), BAKING POWDER (SODIUM ACID PYROPHOSPHATE BICARBONATE OF SODA, CORN STARCH, MONOCALCIUM PHOSPHATE), CORN, VANILLA POWDER, SALT"
328777,4.79,Wholesome Snacks,,40.0,g,0.25 cup,,APRICOTS SULFUR DIOXIDE ADDED FOR COLOR RETENTION.
328807,2.99,Wholesome Snacks,,40.0,g,5 PIECES,,APRICOTS.
334068,1.89,Other Soups,,13.4,g,0.5 PACKET,,"WHITE MISO (WATER , SOYBEANS, RICE, SALT, ASPERGILLUS ORYZAE), RED MISO (WATER, SOYBEANS, RICE SALT, ASPERGILLUS ORYZAE), DEXTROSE, CLAM EXTRACT, POWDER (SHELLFISH), BONITO POWDER, TANGLE (KONBU) EXTRACT POWDER, AUTOLYZED YEAST EXTRACT, DEHYDRATED SHIITAKE, DEHYDRATED TOFU (SOYBEAN PROTEIN, BRINE [WATER, SALT], WATER), DEHYDRATED CHIVES."
335485,3.99,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"UNBLEACHED ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE B1, RIBOFLAVIN-B2, FOLIC ACID), ORGANIC SOYBEAN OIL, OAT BRAN, SESAME SEED, YELLOW CORN MEAL, BARLEY MALT, RYE, SALT, YEAST."
344753,0.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, CARBONATION ADDED."
345323,1.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, NATURAL LEMON FLAVOR, CARBONATION ADDED."
345347,0.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, NATURAL ORANGE FLAVOR, CARBONATION ADDED."
345453,1.99,Water,,240.0,ml,8 OZA,,"NATURAL MINERAL WATER, NATURAL MIXED BERRY FLAVOR, CARBONATED ADDED."
353786,1.99,Crackers & Biscotti,,30.0,g,0.5 cup,,"GLUTINOUS RICE, SOY SAUCE (SOY BEAN, WHEAT, SALT, WATER), SUGAR, MODIFIED STARCH (TAPIOCA, POTATO), SEAWEED, CHILI, PAPRIKA OLEORESIN (AS NATURAL COLOR)."
360845,3.29,"French Fries, Potatoes & Onion Rings",,75.0,g,2 PANCAKES,,"POTATOES, ONIONS, WATER, DEHYDRATED POTATOES, CANOLA OIL, MATZOH MEAL (WHEAT), EGG WHITES, EGG, SALT, WHITE PEPPER."
362870,1.99,Pasta by Shape & Type,,56.0,g,0.75 cup,,"ORGANIC DURUM WHEAT SEMOLINA, SPINACH, BEET, RED BELL PEPPER, PAPRIKA."
375313,1.99,Wholesome Snacks,,40.0,g,0.25 cup,,"ORGANIC CRANBERRIES, ORGANIC SUGAR, ORGANIC SUNFLOWER OIL."
381086,2.49,"Ketchup, Mustard, BBQ & Cheese Sauce",,30.0,g,2 Tbsp,,"WATER, EXPELLER PRESSED CANOLA OIL, SWEET PICKLE RELISH (CURED CUCUMBERS, CAULIFLOWER, SUGAR, DISTILLED VINEGAR, SALT, BELL PEPPERS, CELERY SEED, MUSTARD SEED, TURMERIC, XANTHAN GUM), EGG WHITES, CREOLE MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, SPICES), JALAPENOS (RED JALAPENOS, SALT, ACETIC ACID), EGG YOLK, HORSERADISH (GRATED HORSERADISH ROOTS, DISTILLED VINEGAR, WATER, SALT, SOYBEAN OIL, MODIFIED CORN STARCH, CITRIC ACID, FLAVORING), CORN STARCH, LEMON JUICE CONCENTRATE, ONIONS, DISTILLED VINEGAR, SALT, GARLIC PUREE, DILL, XANTHAN GUM, SPICE, OLEORESIN PAPRIKA., WATER, EXPELLER PRESSED CANOLA OIL, SWEET PICKLE RELISH (CURED CUCUMBERS, CAULIFLOWER, SUGAR, DISTILLED VINEGAR, SALT, BELL PEPPERS, CELERY SEED, MUSTARD SEED, TURMERIC, XANTHAN GUM), EGG WHITES, CREOLE MUSTARD (DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, SPICES), JALAPENOS (RED JALAPENOS, SALT, ACETIC ACID), EGG YOLK, HORSERADISH (GRATED HORSERADISH ROOTS, DISTILLED VINEGAR, WATER, SALT, SOYBEAN OIL, MODIFIED CORN STARCH, CITRIC ACID, FLAVORING), CORN STARCH, LEMON JUICE CONCENTRATE, ONIONS, DISTILLED VINEGAR, SALT, GARLIC PUREE, DILL, XANTHAN GUM, SPICE, OLEORESIN PAPRIKA."
395465,2.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER (SUFFICIENT TO RECONSTITUTE), BLUEBERRY JUICE CONCENTRATE, FILTERED WATER (SUFFICIENT TO RECONSTITUTE), BLUEBERRY JUICE CONCENTRATE. "
396851,3.99,Other Cooking Sauces,,15.0,g,1 Tbsp,,"SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), PINEAPPLE JUICE FROM CONCENTRATE, SUGAR, GARLIC PUREE (GARLIC, WATER, CITRIC ACID), ORGANIC SOYBEAN OIL, WHITE VINEGAR, SESAME SEEDS, GINGER PUREE, ONION, SESAME OIL, GARLIC, ONION POWDER, GINGER POWDER."
414340,2.69,Yogurt,,170.0,g,1 CONTAINER,,"CULTURED PASTEURIZED ORGANIC LOW FAT MILK, NATURALLY MILLED ORGANIC SUGAR, ORGANIC STRAWBERRIES, PECTIN, ORGANIC BEET JUICE CONCENTRATE (FOR COLOR), NATURAL FLAVOR, VITAMIN D3. CONTAINS LIVE ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, BIFIDUS, AND L. CASEI."
417181,2.99,Cheese,,61.0,g,"1 PACKET, MAKES ABOUT 3/4 CUP",,"ORGANIC WHEAT MACARONI, CHEDDAR CHEESE (CULTURED PASTEURIZED MILK, SALT, MICROBIAL ENZYMES), WHEY, BUTTERMILK, CREAM, SALT, CORN STARCH, SODIUM PHOSPHATE."
417471,4.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"JUICE FROM RIPE, WHOLE RED TART CHERRIES."
420495,2.99,Crackers & Biscotti,,15.0,g,14 CRACKERS | ABOUT,,"UNBLEACHED WHEAT FLOUR, WATER, CANOLA OIL, ALL NATURAL EVAPORATED CANE JUICE (NATURALLY MILLED CANE SUGAR), SALT, YEAST, BAKING SODA."
429597,3.79,Yogurt,,170.0,g,6 ONZ,,"ORGANIC CULTURED PASTEURIZED REDUCED FAT MILK, ORGANIC BLUEBERRY FRUIT BASE (ORGANIC BLUEBERRIES, ORGANIC CANE SUGAR, NATURAL FLAVOR, ORGANIC LOCUST BEAN GUM, PECTIN), LIVE ACTIVE CULTURES: L. ACIDOPHILUS, BIFIDUS, L. BULGARICUS, S. THERMOPHILUS, L. RHAMNOSUS. CULTURED AFTER PASTEURIZATION."
433556,3.99,Breads & Buns,,7.0,g,2 -3 CALORIES,,"SOURDOUGH BREAD (ENRICHED FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, SALT, YEAST), BUTTER, PARMESAN CHEESE (PARTIALLY SKIMMED COW'S MILK, CHEESE CULTURE, SALT, ENZYMES), GARLIC."
434652,3.99,Canned Meat,,71.0,g,0.33 cup,,"CHICKEN BREAST MEAT, WATER, SALT."
438711,4.49,Cookies & Biscuits,,30.0,g,1 ONZ,,"WHOLE WHEAT FLOUR, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANE SUGAR, EXPELLER PRESSED CANOLA OIL, HONEY, SOY LECITHIN, NATURAL FLAVOR, BAKING SODA, SALT, TOPPING (CANE SUGAR, CINNAMON)."
446389,3.49,Flavored Snack Crackers,,30.0,g,37 CRACKERS,,"RICE FLOUR, SESAME SEEDS, SESAME FLOUR, SAFFLOWER OIL, TAMARI SOY SAUCE POWDER (TAMARI SOY SAUCE [SOYBEANS, SALT], MALTODEXTRIN [CORN]), SALT, GARLIC POWDER."
448642,1.19,Canned & Bottled Beans,,122.0,g,0.5 cup,,"PREPARED BLACK BEANS, WATER, GREEN BELL PEPPERS, ONION GARLIC PUREE (GARLIC, WATER, CITRIC ACID), SEA SALT, SPICES, RED WINE VINEGAR. "
456913,3.69,Wholesome Snacks,,40.0,g,,,"SEEDLESS GOLDEN LIGHT RAISINS, FLAME RAISINS AND JUMBO RAISINS, SULFUR DIOXIDE, SEEDLESS GOLDEN LIGHT RAISINS, FLAME RAISINS AND JUMBO RAISINS, SULFUR DIOXIDE."
467698,2.29,Iced & Bottle Tea,,240.0,ml,8 OZA,,"PURE GREEN TEA BREWED FROM WATER AND GREEN TEA LEAVES, VITAMIN C ASCORBATE, MALIC ACID."
475594,2.99,Vegetable & Cooking Oils,,0.25,g,0.333 SEC. SPRAY | ABOUT,,"100% EXPELLER PRESSED CANOLA OIL, SOY LECITHIN, WATER AND PROPELLANT. (NO CHLOROFLUORCARBONS)"
479363,2.69,Chili & Stew,,247.0,g,1 cup,,"WATER, DARK TURKEY MEAT, BEANS (RED AND/OR PINK BEANS), DEHYDRATED ONIONS, CONCENTRATED CRUSHED TOMATOES, GREEN CHILES (CONTAINS CITRIC ACID), DEHYDRATED BELL PEPPERS, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), JALAPENO PEPPERS (CONTAINS SALT, ACETIC ACID, DISTILLED VINEGAR), MODIFIED CORNSTARCH, SALT, SPICES, NATURAL FLAVORS, SUGAR, AUTOLYZED YEAST EXTRACT, OLEORESIN OF PAPRIKA."
480857,2.49,Canned & Bottled Beans,,142.0,g,5 ONZ,,"WATER, TOMATOES, LENTILS, RED KIDNEY BEANS, ONION, CREAM (MILK), SALT, BUTTER, SUNFLOWER OIL, GINGER, RED CHILIES, CUMIN."
