GTIN/UPC,Name,Branded Food Category,Brand Owner,Brand,Market Country,Price,,
446389,THIN MINI CRACKERS,Flavored Snack Crackers,Jcs,TRADER JOE'S,United States,3.49,,
922722,"TRADER JOE'S, HEARTS OF PALM",Canned Vegetables,Ambassador Cards,TRADER JOE'S,United States,3.79,,
99080,"TRADER JOE'S, MUSHROOM & HERB RISOTTO",Rice,The Hammer Corporation,TRADER JOE'S,United States,3.79,,
264266,"TRADER JOE'S, REDUCED SODIUM SOY SAUCE","Oriental, Mexican & Ethnic Sauces","Norwegian, Inc.",TRADER JOE'S,United States,3.79,,
5100000875,SALTED CARAMEL GELATO,Ice Cream & Frozen Yogurt,TRADER JOE'S,,United States,3.79,,
429597,"BLUEBERRY ORGANIC LOWFAT YOGURT, BLUEBERRY",Yogurt,Ned's Foods,TRADER JOE'S,United States,3.79,,
164399,BROWNIE TRUFFLE BAKING MIX,"Cake, Cookie & Cupcake Mixes",International Bread/croissant,TRADER JOE'S,United States,3.79,,
555500,"TRADER JOE'S, ACACIA HONEY",Honey,Nestle USA Inc.,TRADER JOE'S,United States,3.99,,
988582,"TRADER JOE'S, EDAMAME HUMMUS",Dips & Salsa,"Sustraiak, Inc.",TRADER JOE'S,United States,3.99,,
816649,"TRADER JOE'S, SPARKLING BLUEBERRY","Fruit & Vegetable Juice, Nectars & Fruit Drinks","Fibre-Craft, LLC",TRADER JOE'S,United States,3.99,,
561228,"TRADER JOE'S, SRIRACHA HUMMUS",Dips & Salsa,The Quaker Oats Co./gatorade-Van Camp,TRADER JOE'S,United States,3.99,,
508285,"TRADER JOES, SRIRACHA SAUCE","Oriental, Mexican & Ethnic Sauces",Saranac Glove Company,TRADER JOE'S,United States,3.99,,
542050,"TRADER JOE'S, BREWED GINGER BEER",Soda,James Austin Company,TRADER JOE'S,United States,3.99,,
511667,"TRADER JOE'S, DRIED WILD BLUEBERRIES",Wholesome Snacks,B&D Molded Products Inc.,TRADER JOE'S,United States,3.99,,
396851,"TRADER JOE'S, ISLAND SOYAKI SAUCE",Other Cooking Sauces,Entex Industries Inc,TRADER JOE'S,United States,3.99,,
912167,"TRADER JOE'S, JUICE DRINK, APPLE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Unitrade Marketing Group Inc.,TRADER JOE'S,United States,3.99,,
976886,"TRADER JOE'S, DARK CHOCOLATE HONEY MINTS",Chocolate,Corporate Golf Incentives,TRADER JOE'S,United States,3.99,,
218887,"TRADER JOE'S, DIJON MUSTARD WITH WHITE WINE","Ketchup, Mustard, BBQ & Cheese Sauce",Ehrlich Poultry Co.,TRADER JOE'S,United States,3.99,,
774093,"TRADER JOE'S, LONG GRAIN BROWN RICE","Entrees, Sides & Small Meals",Carl Buddig & Company,TRADER JOE'S,United States,3.99,,
967051,"TRADER JOE'S, MULTIGRAIN & FLAXSEED WATER CRACKERS",Crackers & Biscotti,"Health-Tech, Inc.",TRADER JOE'S,United States,3.99,,
925907,"TRADER JOE'S, ORGANIC SWEET PICKLE RELISH","Pickles, Olives, Peppers & Relishes",Eazypower Corporation,TRADER JOE'S,United States,3.99,,
433556,"TRADER JOE'S, CROUTONS, CHEESE & GARLIC, CHEESE & GARLIC",Breads & Buns,JT Enterprises,TRADER JOE'S,United States,3.99,,
265058,"TRADER JOE'S, DRIED PITTED TART MONTMORENCY CHERRIES",Wholesome Snacks,Consolidated Biscuit Co.,TRADER JOE'S,United States,3.99,,
714563,"TRADER JOE'S, MUSHROOM RICE NOODLE SOUP BOWL",Other Soups,Ralph Sechler & Son Inc.,TRADER JOE'S,United States,3.99,,
434652,"TRADER JOE'S, PREMIUM CHUNK WHITE CHICKEN IN WATER",Canned Meat,Orrison Industries,TRADER JOE'S,United States,3.99,,
878050,"TRADER JOE'S, PRESERVES, FRESH RASPBERRIES, FRESH RASPBERRIES","Jam, Jelly & Fruit Spreads",Blue Cross Beauty Products,TRADER JOE'S,United States,3.99,,
785556,"TRADER JOE SAN, SOYAKI UNIQUE TERIYAKI SAUCE AND MERINADE","Seasoning Mixes, Salts, Marinades & Tenderizers",White Cat Corp.,TRADER JOE SAN,United States,3.99,,
335485,"TRADER JOE'S, MULTI- GRAIN PRETZEL NUGGETS WITH SESAME SEEDS","Chips, Pretzels & Snacks",Ventra Plastics,TRADER JOE'S,United States,3.99,,
501743,"TRADER JOE'S, SPARKLING WHITE CHARDONNAY GRAPE JUICE, CHARDONNAY GRAPE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",TRADER JOE'S,,United States,3.99,,
899857,"TRADER JOE'S, FLAVORED JUICE BLEND, SPARKLING POMEGRANATE, SPARKLING POMEGRANATE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Commed International Corp.,TRADER JOE'S,United States,3.99,,
693752,"TRADER JOE'S, ORGANIC CHOCOLATE SOY MILK, NON-DAIRY DRINK, 7 GRAMS SOY PROTEIN, EXCELLENT SOURCE OF CALCIUM, VITAMIN D, RIBOFLAVIN & VITAMIN A, CHOCOLATE, VANILLA, CHOCOLATE, VANILLA",Plant Based Milk,,TRADER JOE'S,United States,3.99,,
524094,"BAGEL JOSEF'S CINNAMON RAISIN BAGEL, WITH SPROUTED WHEAT",Breads & Buns,TRADER JOE'S,,United States,3.99,,
265102,DRIED BERRY MEDLEY,Wholesome Snacks,TRADER JOE'S,,United States,3.99,,
548618,GREEN DRAGON HOT SAUCE,"Ketchup, Mustard, BBQ & Cheese Sauce",TRADER JOE'S,,United States,3.99,,
270427,ORGANIC CANE SUGAR,"Granulated, Brown & Powdered Sugar",TRADER JOE'S,,United States,3.99,,
531702,PANCAKE MIX,"Cake, Cookie & Cupcake Mixes",TRADER JOE'S,,United States,3.99,,
555463,THYME HONEY BALSAMIC VINAIGRETTE,Salad Dressing & Mayonnaise,TRADER JOE'S,,United States,3.99,,
512664,UNSWEETENED UNSULFURED DRIED BING CHERRIES,Wholesome Snacks,TRADER JOE'S,,United States,3.99,,
945837,BLUE CORN TORTILLA CHIPS,"Chips, Pretzels & Snacks",R. L. Zeigler Company Inc.,TRADER JOE'S,United States,3.99,,
259255,BUTTERMILK PANCAKE,"Cake, Cookie & Cupcake Mixes",Bon Ami Nuts & Candy Inc.,TRADER JOE'S,United States,3.99,,
859097,LOWFAT GRANOLA CEREAL WITH ALMOND,Cereal,Digital Sound Labs,TRADER JOE'S,United States,3.99,,
906425,MEDITERRANEAN HUMMUS,Dips & Salsa,International Auto Concepts,TRADER JOE'S,United States,3.99,,
845809,MULTIGRAIN BAKING & PANCAKE MIX,"Cake, Cookie & Cupcake Mixes",Arling Lumber Co. Inc.,TRADER JOE'S,United States,3.99,,
910729,ORGANIC KOSHER SANDWICH PICKLES,"Pickles, Olives, Peppers & Relishes",Ambassador Cards,TRADER JOE'S,United States,3.99,,
545488,"PANCAKE & WAFFLE MIX, BUTTERMILK","Cake, Cookie & Cupcake Mixes","Lawrence Productions, Inc.",TRADER JOE'S,United States,3.99,,
5487,"POTATO CHIPS, SEA SALT","Chips, Pretzels & Snacks",Moyer's Potato Chips,TRADER JOE'S,United States,3.99,,
521567,"SCONE MIX, CHOCOLATE CHIP","Cake, Cookie & Cupcake Mixes","Larsen Supply Co., Inc.",TRADER JOE'S,United States,3.99,,
544191,SUPER SEED & ANCIENT GRAIN BLEND,Other Grains & Seeds,Andrew Lucas' Hollywood Haircr,TRADER JOE'S,United States,3.99,,
765152,TURBINADO RAW CANE SUGAR,"Granulated, Brown & Powdered Sugar",Unicorn Village,TRADER JOE'S,United States,3.99,,
710985,VEGETABLE SAMOSAS,Frozen Appetizers & Hors D'oeuvres,Southfield Sales Associates,TRADER JOE'S,United States,3.99,,
508469,WHOLE WHEAT HAMBURGER BUNS,Breads & Buns,B J Originals,TRADER JOE'S,United States,3.99,,
35927,WILD ALASKAN PINK SALMON,Canned Seafood,Learning Horizons,TRADER JOE'S,United States,3.99,,
187572,"TRADER JOE'S, SEAFOOD COCKTAIL SAUCE","Oriental, Mexican & Ethnic Sauces",Thorn Emi Computer Software,TRADER JOE'S,United States,4.19,,
516150,"TRADER JOE'S, ONION DIP MIX","Seasoning Mixes, Salts, Marinades & Tenderizers",Coleman Natural Foods LLC,TRADER JOE'S,United States,4.29,,
827560,"TRADER JOE'S, JOE-JOE'S, CHOCOLATE VANILLA CREME COOKIES",Cookies & Biscuits,"Hi-Tech Accessories, Inc.",TRADER JOE'S,United States,4.49,,
507516,"TRADER JOE'S, STEAK SAUCE","Ketchup, Mustard, BBQ & Cheese Sauce",TRADER JOE'S,,United States,4.49,,
531870,"TRADER JOE'S, ORGANIC JUICE BLEND","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Hsu's Ginseng Enterprises Inc.,TRADER JOE'S,United States,4.49,,
953412,"TRADER JOE'S, CHOCOLATE COVERED BANANA SLICES",Frozen Fruit & Fruit Juice Concentrates,Honeywell International Inc.,TRADER JOE'S,United States,4.49,,
534062,"TRADER JOE'S, ICED PUMPKIN SCONE COOKIES",Cookies & Biscuits,The Hillshire Brands Company,TRADER JOE'S,United States,4.49,,
545198,"TRADER JOE'S, UNCURED BACON JAM, BACON, BACON",Canned Meat,Synergy Sport Int'L. Ltd.,TRADER JOE'S,United States,4.49,,
507295,"TRADER JOE'S, ORGANIC PEANUT BUTTER CREAMY, UNSALTED, UNSALTED",Nut & Seed Butters,C D M Pasta Company Inc.,TRADER JOE'S,United States,4.49,,
979153,"TRADER JOE'S, GREEK YOGURT DIP, SPINACH & KALE, SPINACH & KALE",Dips & Salsa,Tiga Records Inc.,TRADER JOE'S,United States,4.49,,
550925,BROWNIE CRISP,"Cakes, Cupcakes, Snack Cakes",TRADER JOE'S,,United States,4.49,,
11784388,CINNAMON GRAHAMS,Cookies & Biscuits,TRADER JOE'S,,United States,4.49,,
438711,CINNAMON GRAHAMS,Cookies & Biscuits,TRADER JOE'S,,United States,4.49,,
928908,"COOKIE THINS, MEYER LEMON",Cookies & Biscuits,TRADER JOE'S,,United States,4.49,,
558617,SOUP,Other Soups,TRADER JOE'S,,United States,4.49,,
810807,"BISQUE, SWEET POTATO",Other Soups,Arling Lumber Co. Inc.,TRADER JOE'S,United States,4.49,,
212564,HEAVY CREAM,Cream,Olfa Products Corporation,TRADER JOE'S,United States,4.49,,
868631,UNCURED BLACK FOREST HAM,"Pepperoni, Salami & Cold Cuts","Cosmania, Inc.",TRADER JOE'S,United States,4.69,,
328777,"TRADER JOE'S, PATTERSON VARIETY SLAB APRICOTS DRIED FRUIT",Wholesome Snacks,Sunrise Baking Co,TRADER JOE'S,United States,4.79,,
502351,"TRADER JOE'S, 100% CHERRY JUICE","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Al-Len Pattern Co.,TRADER JOE'S,United States,4.99,,
505000,"TRADER JOE'S, COCONUT OIL SPRAY",Vegetable & Cooking Oils,Nestle USA Inc.,TRADER JOE'S,United States,4.99,,
523479,"TRADER JOE'S, CYPRIOT PYRAMID SALT","Seasoning Mixes, Salts, Marinades & Tenderizers",Aloha Shrimp & Fish,TRADER JOE'S,United States,4.99,,
8.6921E+11,HALEY BLEND WITH COCONUT OIL,Cereal,Irene's Homemade Granola,IRENE'S GRANOLA,United States,4.99,,
532617,CRISPY CRUNCHY MIXED FRUIT,Wholesome Snacks,TRADER JOE'S,,United States,4.99,,
2.27871E+11,WISCONSIN SHARP CHEDDAR CHEESE,Cheese,TRADER JOE'S,,United States,4.99,,
417471,100% RED TART CHERRY JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Gold's Pure Foods LLC,TRADER JOE'S,United States,4.99,,
7.50456E+11,COCONUT OIL,Vegetable & Cooking Oils,"Lumina Records, Inc.",TRADER JOE'S,United States,4.99,,
990370,ORANGE JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks","Bond Food Products Co., Inc.",TRADER JOE'S,United States,4.99,,
960700,ORGANIC VIRGIN COCONUT OIL,Vegetable & Cooking Oils,Eazypower Corporation,TRADER JOE'S,United States,4.99,,
14816,REDUCED FAT MAYO DRESSING,Salad Dressing & Mayonnaise,Harris Research Inc.,TRADER JOE'S,United States,4.99,,
740661,SPROUTED 7-GRAIN BREAD,Breads & Buns,Baldingers Truffade Co. Ltd.,TRADER JOE'S,United States,4.99,,
128001,"TRADER JOE'S, BALSAMIC VINEGAR",Other Condiments,TRADER JOE'S,,United States,5.99,,
514354,"TRADER JOE'S, CREAMY ALMOND BUTTER",Nut & Seed Butters,Holiday Designs Inc.,TRADER JOE'S,United States,5.99,,
514378,"TRADER JOE'S, CRUNCHY ALMOND BUTTER",Nut & Seed Butters,Holiday Designs Inc.,TRADER JOE'S,United States,5.99,,
815963,"TRADER JOE'S, SMOKED TURKEY BREAST","Pepperoni, Salami & Cold Cuts",Dr. Deann Toys,TRADER JOE'S,United States,5.99,,
79969,"TRADER JOE'S, DRY ROASTED & SALTED ALMONDS","Popcorn, Peanuts, Seeds & Related Snacks","Xenon Home Video, Inc.",TRADER JOE'S,United States,5.99,,
919890,"TRADER JOE'S, RAW ALMOND BUTTER, CRUNCHY, CRUNCHY",Nut & Seed Butters,Mathews Witte International,TRADER JOE'S,United States,5.99,,
316361,"TRADER JOE'S, RED WINE VINEGAR, RED WINE, RED WINE",Other Cooking Sauces,"High Country Potato, Inc.",TRADER JOE'S,United States,5.99,,
815949,OVEN ROASTED TURKEY BREAST,"Pepperoni, Salami & Cold Cuts",Fibre-Craft Materials Corp.,TRADER JOE'S,United States,5.99,,
900836,ROASTED & SALTED MARCONA ALMONDS WITH ROSEMARY,"Popcorn, Peanuts, Seeds & Related Snacks",Eazypower Corporation,TRADER JOE'S,United States,5.99,,
911054,WHITE BEAN HUMMUS,Dips & Salsa,"Sunshine Growers, Inc.",TRADER JOE'S,United States,5.99,,
537698,"HEMP SEED, RAW SHELLED",Other Grains & Seeds,Productos De Harina S.A. De Cv,TRADER JOE'S,United States,6.49,,
598484,"TRADER JOE'S, MILK CHOCOLATE BARS",Chocolate,TRADER JOE'S,,United States,6.99,,
38232,STUFFED QUEEN SEVILLANO OLIVES,"Pickles, Olives, Peppers & Relishes","SinfulColors, Inc.",TRADER JOE'S,United States,6.99,,
41498112103,GROUND BEEF,Other Meats,Aldi Inc.,TRADER JOE'S,United States,7.49,,
101424,"BROCCOLI & CHEDDAR CHEESE QUICHE, BROCCOLI & CHEDDAR CHEESE","Frozen Breakfast Sandwiches, Biscuits & Meals",TRADER JOE'S,,United States,7.99,,
922357,"TRADER JOE'S, CHICKEN LESS STRIPS",Other Meats,K.A.T. Corp. Inc.,TRADER JOE'S,United States,8.99,,
512718,ORANGE MUSCAT CHAMPAGNE VINEGAR,Other Cooking Sauces,TRADER JOE'S,,United States,8.99,,
981866,ROASTED COCONUT CHIPS,Wholesome Snacks,Ruscitti Foods,TRADER JOE'S,United States,8.99,,
556309,"TRADER JOE'S, TUNISIAN OLIVE OIL",Vegetable & Cooking Oils,TRADER JOE'S,,United States,10.99,,
802291,MARGARITA MIXER,Alcohol,Rcp Ind. E Com. Ltda,TRADER JOE'S,United States,10.99,,
984850,"SPANISH OLIVE OIL, EXTRA VIRGIN",Vegetable & Cooking Oils,"Podee, Inc.",TRADER JOE'S,United States,10.99,,
993500,"TRADER JOE'S, KALAMATA EXTRA VIRGIN OLIVE OIL",Vegetable & Cooking Oils,Eazypower Corporation,TRADER JOE'S,United States,12.99,,
681285,"TRADER JOE'S, CALIFORNIA ESTATE EXTRA VIRGIN OLIVE OIL",Vegetable & Cooking Oils,TRADER JOE'S,,United States,12.99,,
961202,ORGANIC WILD COLLECTED RAW HONEY,Honey,Eazypower Corporation,TRADER JOE'S,United States,14.49,,
951098,"PEPPERMINT HOT CHOCOLATE, PEPPERMINT",Powdered Drinks,Honeypot Treats,TRADER JOE'S,United States,14.49,,
6163,"TRADER JOE'S, CORNICHONS","Pickles, Olives, Peppers & Relishes","Starion, LLC",TRADER JOE'S,United States,,,
963275,"TRADER JOE'S, FUDGE SAUCE",Dips & Salsa,Emissive Energy Corporation,TRADER JOE'S,United States,,,
62176,"TRADER JOE'S, HALF & HALF",Cream,Lookingglass Winery,TRADER JOE'S,United States,,,
981477,"TRADER JOE'S, KALE CHIPS","Chips, Pretzels & Snacks",Crystal Wave,TRADER JOE'S,United States,,,
545648,"TRADER JOE'S, MAPLE WATER",Plant Based Water,The Hillshire Brands Company,TRADER JOE'S,United States,,,
930840,"TRADER JOE'S, RAINBOW PEPPERCORNS",Herbs & Spices,Mount Olive Pickle Company Inc.,TRADER JOE'S,United States,,,
15165,"TRADERS JOE'S, BAKING POWDER",Baking Additives & Extracts,Legacy Manufacturing Co.,TRADERS JOE'S,United States,,,
646659,"TRADER JOE'S, DRIED FLATTENED BANANA",Wholesome Snacks,TRADER JOE'S,,United States,,,
526197,"TRADER JOE'S, CUT BEETS IN VINAIGRETTE","Pickles, Olives, Peppers & Relishes",Academic Products,TRADER JOE'S,United States,,,
537285,"TRADER JOE'S, INNER BEAN SNACK","Chips, Pretzels & Snacks","New Orleans Coffee Company, Inc",TRADER JOE'S,United States,,,
381086,"TRADER JOE'S, TARTAR SAUCE WITH DILL & JALAPENO","Ketchup, Mustard, BBQ & Cheese Sauce",Nestle Purina PetCare Company,TRADER JOE'S,United States,,,
540483,"TRADER JOE'S, ROASTED & SALTED TRUFFLE MARCONA ALMONDS","Popcorn, Peanuts, Seeds & Related Snacks","Nosler, Inc.",TRADER JOE'S,United States,,,
959780,"TRADER JOE'S, BUFFALO JERKY, SWEET & SPICY, SWEET & SPICY",Other Snacks,"Mood Mania, Inc.",TRADER JOE'S,United States,,,
952484,"TRADER JOE'S, DRIED FRUIT BANANA CHIPS, BANANA, BANANA",Wholesome Snacks,Fonten Corp.,TRADER JOE'S,United States,,,
988384,"TRADER JOE'S, ORGANIC TOMATILLO & ROASTED YELLOW CHILI SALSA",Dips & Salsa,Wilk Shirt Corp.,TRADER JOE'S,United States,,,
860956,"TRADER JOE'S, UNSWEETENED ORGANIC RICE DRINK, ORIGINAL, ORIGINAL",Plant Based Milk,The Cider Shed,TRADER JOE'S,United States,,,
888653,"TRADER JOE'S, VEGETABLE MASALA BURGER WITH AUTHENTIC INDIAN SPICES",Frozen Patties and Burgers,Hot Pink Records,TRADER JOE'S,United States,,,
79204,"TRADER JOE'S, QUICHE, SPINACH, MUSHROOM & CHEESE, SPINACH, MUSHROOM & CHEESE",Other Deli,Edward Leeds & Company,TRADER JOE'S,United States,,,
133036,HIGH FIBER CEREAL,Cereal,TRADER JOE'S,,United States,,,
594875,"NUTS, JUST ALMOND MEAL",Flours & Corn Meal,TRADER JOE'S,,United States,,,
728508,PUNJAB CHOLEY,Pizza Mixes & Other Dry Dinners,TRADER JOE'S,,United States,,,
509435,SCONE MIX,"Cake, Cookie & Cupcake Mixes",TRADER JOE'S,,United States,,,
959742,TURKEY JERKY,Other Snacks,TRADER JOE'S,,United States,,,
73448,21 SEASONING SALUTE,"Seasoning Mixes, Salts, Marinades & Tenderizers",Pan-American Produce Corp.,TRADER JOE'S,United States,,,
823111,BLOODY MARY MIXER WITH CLAM JUICE,Alcohol,"Procter & Gamble, Cosmetic & Frag. Prod.",TRADER JOE'S,United States,,,
395465,BLUEBERRY JUICE,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",Afco Lite Corp,TRADER JOE'S,United States,,,
989022,COCONUT CREAM,Baking Additives & Extracts,Ambassador Cards,TRADER JOE'S,United States,,,
938327,COCONUT STRIPS,Wholesome Snacks,Ambassador Cards,TRADER JOE'S,United States,,,
946629,CORN CEREAL,Cereal,Ambassador Cards,TRADER JOE'S,United States,,,
929172,CRANBERRY APPLE BUTTER,Other Condiments,"Galaxy Networks, Inc.",TRADER JOE'S,United States,,,
990165,"CRISPS, DARK CHOCOLATE",Chocolate,"Bond Food Products Co., Inc.",TRADER JOE'S,United States,,,
952811,"CRISPS, RAISIN ROSEMARY",Crackers & Biscotti,Honeywell International Inc.,TRADER JOE'S,United States,,,
911924,DARK SWEET CHERRIES,Wholesome Snacks,Ambassador Cards,TRADER JOE'S,United States,,,
980425,EXTRA DARK CHOCOLATE WEDGES,Chocolate,Ambassador Cards,TRADER JOE'S,United States,,,
525152,FUJI APPLE SLICES,Wholesome Snacks,Field's Chemical Products Co,TRADER JOE'S,United States,,,
885911,GOLDEN ROASTED MILLED FLAX SEED,Other Grains & Seeds,"Procter & Gamble, Cosmetic & Frag. Prod.",TRADER JOE'S,United States,,,
938457,HARVEST GRAINS BLEND,Other Grains & Seeds,Hanover Ice Co. Inc.,TRADER JOE'S,United States,,,
930826,HIMALAYAN PINK SALT CRYSTALS WITH GRINDER,"Seasoning Mixes, Salts, Marinades & Tenderizers",Ambassador Cards,TRADER JOE'S,United States,,,
982320,"JUICE COCKTAIL, CRANBERRY","Fruit & Vegetable Juice, Nectars & Fruit Drinks",Edward Leeds & Company,TRADER JOE'S,United States,,,
456913,JUMBO RAISIN MEDLEY,Wholesome Snacks,"Friedland, Inc.",TRADER JOE'S,United States,,,
786188,MULTISEED WITH TAMARI SOY SAUCE,Crackers & Biscotti,Santa Cruz Chili & Spice Co.,TRADER JOE'S,United States,,,
926904,ORGANIC BROWN RICE MARSHMALLOW TREATS,"Cakes, Cupcakes, Snack Cakes",Eazypower Corporation,TRADER JOE'S,United States,,,
960717,ORGANIC COCONUT SUGAR,"Granulated, Brown & Powdered Sugar",Honeywell International Inc.,TRADER JOE'S,United States,,,
